Date,Tank,Day,N,Component,Timepoint,Treatment,Secondary,Length,Width,Area,Notes
20160808,Bin6,Day145,1,Exp2,Reexposure,Low,Ambient,12.729,7.344,75.868,
20160808,Bin7,Day145,1,Exp2,Reexposure,Ambient,Medium,13.714,9.35,103.818,
20160808,Bin7,Day145,1,Exp2,Reexposure,Ambient,Medium,13.503,9.008,99.235,
20160808,Bin7,Day145,1,Exp2,Reexposure,Ambient,Medium,13.073,8.831,90.833,
20160808,Bin8,Day145,1,Exp2,Reexposure,Medium,Medium,13.021,8.432,85.791,
20160808,Bin8,Day145,1,Exp2,Reexposure,Medium,Medium,14.431,10.195,123.133,
20160808,Bin8,Day145,1,Exp2,Reexposure,Medium,Medium,13.099,8.732,95.401,
20160808,Bin8,Day145,1,Exp2,Reexposure,Medium,Medium,14.199,8.825,100.049,
20160808,Bin8,Day145,1,Exp2,Reexposure,Medium,Medium,14.497,8.022,98.223,
20160808,Bin8,Day145,1,Exp2,Reexposure,Medium,Medium,14.428,9.234,108.173,
20160808,Bin9,Day145,1,Exp2,Reexposure,Low,Medium,14.194,10.118,119.582,
20160808,Bin9,Day145,1,Exp2,Reexposure,Low,Medium,12.167,8.872,83.021,
20160808,Bin9,Day145,1,Exp2,Reexposure,Low,Medium,13.059,8.741,90.367,
20160808,Bin9,Day145,1,Exp2,Reexposure,Low,Medium,11.388,7.013,62.552,
20160808,Bin9,Day145,1,Exp2,Reexposure,Low,Medium,15.846,9.979,129.128,
20160808,Bin9,Day145,1,Exp2,Reexposure,Low,Medium,13.348,8.907,96.934,
20160808,Bin10,Day145,1,Exp2,Reexposure,Low,Medium,13.669,8.47,95.251,
20160808,Bin10,Day145,1,Exp2,Reexposure,Low,Medium,10.507,7.57,61.014,
20160808,Bin10,Day145,1,Exp2,Reexposure,Low,Medium,11.412,7.346,68.834,
20160808,Bin10,Day145,1,Exp2,Reexposure,Low,Medium,15.927,10.742,145.719,
20160808,Bin10,Day145,1,Exp2,Reexposure,Low,Medium,12.409,8.157,84.738,
20160808,Bin10,Day145,1,Exp2,Reexposure,Low,Medium,12.027,8.005,78.108,
20160808,Bin11,Day145,1,Exp2,Reexposure,Ambient,Medium,12.166,7.455,72.408,
20160808,Bin11,Day145,1,Exp2,Reexposure,Ambient,Medium,11.894,7.431,68.567,
20160808,Bin11,Day145,1,Exp2,Reexposure,Ambient,Medium,10.616,6.891,59.889,
20160808,Bin12,Day145,1,Exp2,Reexposure,Medium,Medium,13.583,8.985,97.298,
20160808,Bin12,Day145,1,Exp2,Reexposure,Medium,Medium,15.977,10.264,130.4,
20160808,Bin12,Day145,1,Exp2,Reexposure,Medium,Medium,13.532,9.291,98.454,
20160808,Bin12,Day145,1,Exp2,Reexposure,Medium,Medium,11.848,7.651,70.728,
20160808,Bin12,Day145,1,Exp2,Reexposure,Medium,Medium,12.601,8.221,80.131,
20160808,Bin12,Day145,1,Exp2,Reexposure,Medium,Medium,13.873,8.639,98.249,
20160821,Bin1,Day158,1,Exp2,Reexposure,Medium,Ambient,13.417,7.612,82.825,
20160821,Bin1,Day158,1,Exp2,Reexposure,Medium,Ambient,13.443,8.844,95.003,
20160821,Bin1,Day158,1,Exp2,Reexposure,Medium,Ambient,15.046,9.262,108.934,
20160821,Bin1,Day158,1,Exp2,Reexposure,Medium,Ambient,16.964,10.71,145.519,
20160821,Bin1,Day158,1,Exp2,Reexposure,Medium,Ambient,13.964,9.153,101.064,
20160821,Bin1,Day158,1,Exp2,Reexposure,Medium,Ambient,13.122,8.224,90.527,
20160821,Bin1,Day158,1,Exp2,Reexposure,Medium,Ambient,12.979,8.193,85.532,
20160821,Bin2,Day158,1,Exp2,Reexposure,Ambient,Ambient,11.38,8.433,77.958,
20160821,Bin2,Day158,1,Exp2,Reexposure,Ambient,Ambient,13.64,8.437,93.917,
20160821,Bin2,Day158,1,Exp2,Reexposure,Ambient,Ambient,13.561,8.412,89.531,
20160821,Bin2,Day158,1,Exp2,Reexposure,Ambient,Ambient,13.999,7.895,92.868,
20160821,Bin3,Day158,1,Exp2,Reexposure,Ambient,Ambient,13.796,9.507,103.695,
20160821,Bin3,Day158,1,Exp2,Reexposure,Ambient,Ambient,15.093,11.198,139.558,
20160821,Bin3,Day158,1,Exp2,Reexposure,Ambient,Ambient,15.56,10.521,138.992,
20160821,Bin3,Day158,1,Exp2,Reexposure,Ambient,Ambient,14.573,9.714,113.525,
20160821,Bin4,Day158,1,Exp2,Reexposure,Low,Ambient,14.938,10.365,124.732,
20160821,Bin4,Day158,1,Exp2,Reexposure,Low,Ambient,12.414,8.432,87.764,
20160821,Bin4,Day158,1,Exp2,Reexposure,Low,Ambient,12.697,8.587,87.459,
20160821,Bin4,Day158,1,Exp2,Reexposure,Low,Ambient,13.804,9.454,103.12,
20160821,Bin4,Day158,1,Exp2,Reexposure,Low,Ambient,14.12,9.103,104.984,
20160821,Bin4,Day158,1,Exp2,Reexposure,Low,Ambient,17.803,11.216,164.131,
20160821,Bin4,Day158,1,Exp2,Reexposure,Low,Ambient,11.086,6.855,59.699,
20160821,Bin5,Day158,1,Exp2,Reexposure,Medium,Ambient,14.561,8.953,107.301,
20160821,Bin5,Day158,1,Exp2,Reexposure,Medium,Ambient,16.582,11.042,148.522,
20160821,Bin5,Day158,1,Exp2,Reexposure,Medium,Ambient,15.14,10.58,128.101,
20160821,Bin5,Day158,1,Exp2,Reexposure,Medium,Ambient,12.614,7.642,79.415,
20160821,Bin5,Day158,1,Exp2,Reexposure,Medium,Ambient,14.325,9.223,113.903,
20160821,Bin5,Day158,1,Exp2,Reexposure,Medium,Ambient,16.895,10.809,151.496,
20160821,Bin5,Day158,1,Exp2,Reexposure,Medium,Ambient,13.462,9.18,99.357,
20160821,Bin6,Day158,1,Exp2,Reexposure,Low,Ambient,13.049,9.477,98.941,
20160821,Bin6,Day158,1,Exp2,Reexposure,Low,Ambient,13.521,8.316,88.511,
20160821,Bin6,Day158,1,Exp2,Reexposure,Low,Ambient,13.817,9.883,107.876,
20160821,Bin6,Day158,1,Exp2,Reexposure,Low,Ambient,11.321,6.756,59.081,
20160821,Bin6,Day158,1,Exp2,Reexposure,Low,Ambient,11.982,8.115,76.57,
20160821,Bin6,Day158,1,Exp2,Reexposure,Low,Ambient,12.726,8.742,90.175,
20160821,Bin6,Day158,1,Exp2,Reexposure,Low,Ambient,12.91,8.649,93.618,
20160821,Bin7,Day158,1,Exp2,Reexposure,Ambient,Medium,13.895,9.826,113.634,
20160821,Bin7,Day158,1,Exp2,Reexposure,Ambient,Medium,12.23,7.99,84.756,
20160821,Bin7,Day158,1,Exp2,Reexposure,Ambient,Medium,11.306,6.863,63.255,
20160821,Bin7,Day158,1,Exp2,Reexposure,Ambient,Medium,10.824,6.843,56.949,
20160821,Bin8,Day158,1,Exp2,Reexposure,Medium,Medium,11.454,7.637,65.222,
20160821,Bin8,Day158,1,Exp2,Reexposure,Medium,Medium,14.594,9.605,112.523,
20160821,Bin8,Day158,1,Exp2,Reexposure,Medium,Medium,12.863,8.042,80.857,
20160821,Bin8,Day158,1,Exp2,Reexposure,Medium,Medium,12.56,8.494,88.487,
20160821,Bin8,Day158,1,Exp2,Reexposure,Medium,Medium,12.392,7.74,79.25,
20160821,Bin8,Day158,1,Exp2,Reexposure,Medium,Medium,13.394,8.281,89.123,
20160821,Bin8,Day158,1,Exp2,Reexposure,Medium,Medium,12.517,8.026,83.026,
20160821,Bin9,Day158,1,Exp2,Reexposure,Low,Medium,16.158,10.396,137.917,
20160821,Bin9,Day158,1,Exp2,Reexposure,Low,Medium,13.931,8.727,96.252,
20160821,Bin9,Day158,1,Exp2,Reexposure,Low,Medium,11.567,7.444,68.985,
20160821,Bin9,Day158,1,Exp2,Reexposure,Low,Medium,12.344,8.427,80.589,
20160821,Bin9,Day158,1,Exp2,Reexposure,Low,Medium,10.738,7.23,61.761,
20160821,Bin9,Day158,1,Exp2,Reexposure,Low,Medium,12.944,9.095,94.409,
20160821,Bin9,Day158,1,Exp2,Reexposure,Low,Medium,13.627,9.284,95.81,
20160821,Bin10,Day158,1,Exp2,Reexposure,Low,Medium,13.006,8.146,87.539,
20160821,Bin10,Day158,1,Exp2,Reexposure,Low,Medium,13.688,7.983,86.035,
20160821,Bin10,Day158,1,Exp2,Reexposure,Low,Medium,16.771,11.203,152.587,
20160821,Bin10,Day158,1,Exp2,Reexposure,Low,Medium,14.249,9.987,117.038,
20160821,Bin10,Day158,1,Exp2,Reexposure,Low,Medium,13.261,9.001,96.238,
20160821,Bin10,Day158,1,Exp2,Reexposure,Low,Medium,13.54,8.828,97.706,
20160821,Bin10,Day158,1,Exp2,Reexposure,Low,Medium,12.615,7.53,74.498,
20160821,Bin10,Day158,1,Exp2,Reexposure,Low,Medium,12.599,8.348,82.853,
20160821,Bin10,Day158,1,Exp2,Reexposure,Low,Medium,12.843,7.601,80.449,
20160821,Bin11,Day158,1,Exp2,Reexposure,Ambient,Medium,12.632,7.759,77.777,
20160821,Bin11,Day158,1,Exp2,Reexposure,Ambient,Medium,8.869,5.638,39.701,
20160821,Bin11,Day158,1,Exp2,Reexposure,Ambient,Medium,13.354,7.957,88.29,
20160821,Bin11,Day158,1,Exp2,Reexposure,Ambient,Medium,13.016,8.555,90.305,
20160821,Bin12,Day158,1,Exp2,Reexposure,Medium,Medium,13.343,8.632,94.274,
20160821,Bin12,Day158,1,Exp2,Reexposure,Medium,Medium,14.045,8.967,96.526,
20160821,Bin12,Day158,1,Exp2,Reexposure,Medium,Medium,13.214,8.601,93.772,
20160821,Bin12,Day158,1,Exp2,Reexposure,Medium,Medium,11.149,7.214,61.223,
20160821,Bin12,Day158,1,Exp2,Reexposure,Medium,Medium,13.49,9.202,102.859,
20160821,Bin12,Day158,1,Exp2,Reexposure,Medium,Medium,12.495,7.597,78.784,
20160821,Bin12,Day158,1,Exp2,Reexposure,Medium,Medium,15.043,9.377,115.07,
20160821,Bin12,Day158,1,Exp2,Reexposure,Medium,Medium,14.773,9.182,107.163,
